MLS #,Cat,Status,Address,City,County,Beds,Baths,Structure Type,Status Contractual Search Date,List Office Name,Current Price,Zip
DCDC426160,RES,CLS,1024 Massachusetts Ave NE #6,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/26/2019,Compass (COMPS6),539000,20002
DCDC426106,RES,CLS,1211 Queen St NE,Washington,"Washington, DC",4,1-Mar,Twin/Semi-Detached,6/13/2019,Redfin Corp (REFC3),759000,20002
DCDC425844,RES,CLS,1210 I St NE,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,6/6/2019,Compass (COMPS1),850000,20002
DCDC426082,RES,CLS,2434 2nd St NE,Washington,"Washington, DC",3,2,Row/Townhouse,7/23/2019,Keller Williams Capital Properties (KWCP5),475000,20002
DCDC424966,RES,CLS,1385 Florida Ave NE,Washington,"Washington, DC",3,Mar-00,Row/Townhouse,6/7/2019,RLAH Real Estate (RLAH4),950000,20002
DCDC425614,RES,CLS,730 11th St NE #402,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/18/2019,RLAH Real Estate (RLAH2),479000,20002
DCDC425564,RES,CLS,604 13th St NE,Washington,"Washington, DC",2,2,Row/Townhouse,8/2/2019,"Washingtopia Real Estate, LLC. (WATP1)",605000,20002
DCDC425360,RES,CLS,643 E St NE,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,7/12/2019,Coldwell Banker Residential Brokerage (CBRB52),1150000,20002
DCDC425228,RES,CLS,1823 L St NE,Washington,"Washington, DC",2,1-Jan,Row/Townhouse,8/9/2019,CENTURY 21 Envision (ENVI1),400000,20002
DCDC424478,RES,CLS,1508 F St NE #3,Washington,"Washington, DC",1,1-Jan,End of Row/Townhouse,7/6/2019,Compass (COMPS2),399900,20002
DCDC424946,RES,CLS,512 Constitution Ave NE,Washington,"Washington, DC",5,1-Apr,Row/Townhouse,6/14/2019,Keller Williams Capital Properties (KWCP1),1475000,20002
DCDC424878,RES,CLS,215 Randolph Pl NE #1,Washington,"Washington, DC",2,2,Row/Townhouse,6/5/2019,TTR Sotheby's International Realty (TTRS5),715000,20002
DCDC425118,RES,CLS,1201 West Virginia Ave NE #2,Washington,"Washington, DC",3,3,End of Row/Townhouse,8/23/2019,Compass (COMPS1),840000,20002
DCDC424890,RES,CLS,1257 Wylie St NE,Washington,"Washington, DC",2,1-Jan,Row/Townhouse,6/3/2019,Redfin Corp (REFC3),640000,20002
DCDC423446,RES,CLS,252 10th St NE,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,6/8/2019,Compass (COMPS1),1111000,20002
DCDC425002,RES,CLS,622 Lexington Pl NE,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,6/6/2019,Berkshire Hathaway HomeServices PenFed Realty (PFED4),1248500,20002
DCDC425022,RES,CLS,220 14th St NE,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,6/7/2019,Fairfax Realty of Tysons (FRX2),1625000,20002
DCDC423208,RES,CLS,1116 C St NE #201,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,6/3/2019,Redfin Corp (REFC3),535000,20002
DCDC424540,RES,CLS,1350 Maryland Ave NE #107,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/1/2019,Redfin Corp (REFC3),449900,20002
DCDC424360,RES,CLS,716 12th St NE,Washington,"Washington, DC",3,3,Row/Townhouse,6/7/2019,Coldwell Banker Residential Brokerage (CBRB52),1070000,20002
DCDC424466,RES,CLS,440 12th St NE #113,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/14/2019,Coldwell Banker Residential Brokerage (CBRB52),659000,20002
DCDC424666,RES,CLS,410 15th St NE #24,Washington,"Washington, DC",2,1,Penthouse Unit/Flat/Apartment,6/14/2019,Coldwell Banker Residential Brokerage (CBRB52),417000,20002
DCDC424556,RES,CLS,1002 K St NE,Washington,"Washington, DC",3,2,Row/Townhouse,6/26/2019,Compass (COMPS1),989000,20002
DCDC424538,RES,CLS,1346 E St NE,Washington,"Washington, DC",3,1-Feb,Twin/Semi-Detached,7/12/2019,Platinum Partners Realty (PLATP1),430000,20002
DCDC424456,RES,CLS,322 A St NE,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,7/2/2019,Keller Williams Capital Properties (KWCP5),1110000,20002
DCDC424156,RES,CLS,207 3rd St NE,Washington,"Washington, DC",4,4,Row/Townhouse,7/15/2019,Compass (COMPS1),1480000,20002
DCDC422974,RES,CLS,1941 4th St NE,Washington,"Washington, DC",3,1-Jan,Twin/Semi-Detached,6/28/2019,Compass (COMPS1),620000,20002
DCDC424388,RES,CLS,700 4th St NE,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,6/10/2019,Compass (COMPS3),907500,20002
DCDC423128,RES,CLS,226 Parker St NE,Washington,"Washington, DC",2,1,Row/Townhouse,6/14/2019,Tristar Realty Inc (TSTA3),621000,20002
DCDC423150,RES,CLS,1713 M St NE,Washington,"Washington, DC",3,1,Row/Townhouse,6/11/2019,RE/MAX United Real Estate (RMXD1),440000,20002
DCDC424302,RES,CLS,1656 W Virginia Ave NE #102,Washington,"Washington, DC",2,Feb-00,Row/Townhouse,6/14/2019,"Long & Foster Real Estate, Inc. (LNG1)",300000,20002
DCDC423890,RES,CLS,715 18th St NE #1,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,6/20/2019,"Urban Land Company, LLC (ULC1)",410000,20002
DCDC424172,RES,CLS,1508 F St NE #7,Washington,"Washington, DC",3,2,End of Row/Townhouse,6/28/2019,Compass (COMPS2),640000,20002
DCDC423376,RES,CLS,205 Cromwell Ter NE,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,6/7/2019,Samson Properties (SAMP5),740000,20002
DCDC423936,RES,CLS,1216 East Capitol St NE,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,6/21/2019,"City Houses, LLC (CHS1)",1550000,20002
DCDC422300,RES,CLS,612 14th Pl NE #4,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/18/2019,Compass (COMPS4),327500,20002
DCDC423720,RES,CLS,1510 N Capitol St NW #402,Washington,"Washington, DC",1,1-Jan,Unit/Flat/Apartment,6/17/2019,Compass (COMPS1),599000,20002
DCDC423714,RES,CLS,1510 N Capitol St NW #301,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,6/28/2019,Compass (COMPS1),622000,20002
DCDC423780,RES,CLS,1318 Florida Ave NE,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,6/10/2019,Keller Williams Capital Properties (KWCP1),675000,20002
DCDC423894,RES,CLS,1510 N Capitol St NW #001,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,6/28/2019,Compass (COMPS1),514000,20002
DCDC423450,RES,CLS,1129 West Virginia Ave NE,Washington,"Washington, DC",2,2,Row/Townhouse,7/12/2019,"UnionPlus Realty, Inc. (UPR1)",699900,20002
DCDC423634,RES,CLS,106 3rd St NE,Washington,"Washington, DC",2,1-Feb,End of Row/Townhouse,6/4/2019,Compass (COMPS1),750000,20002
DCDC423830,RES,CLS,1320 Emerald St NE,Washington,"Washington, DC",2,Feb-00,Row/Townhouse,6/4/2019,Bratton Realty (BRT1),684000,20002
DCDC423416,RES,CLS,516 A St NE #B1,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,6/3/2019,Compass (COMPS1),509200,20002
DCDC423750,RES,CLS,1842 L St NE,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,6/21/2019,Keller Williams Capital Properties (KWCP1),559000,20002
DCDC420920,RES,CLS,2408 3rd St NE,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,6/28/2019,Golston Real Estate Inc. (GORE1),759900,20002
DCDC420800,RES,CLS,1247 Oates St NE #A,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,7/15/2019,Keller Williams Realty (KWR8),714700,20002
DCDC420778,RES,CLS,1315 Trinidad Ave NE,Washington,"Washington, DC",4,2,Row/Townhouse,6/21/2019,Keller Williams Realty (KWR8),689000,20002
DCDC423006,RES,CLS,1209 17th St NE,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,6/10/2019,"DC Premier Real Estate, LLC. (DCPR1)",535000,20002
DCDC422964,RES,CLS,1508 F St NE #8,Washington,"Washington, DC",3,2,End of Row/Townhouse,6/14/2019,Compass (COMPS2),614900,20002
DCDC422950,RES,CLS,1508 F St NE #4,Washington,"Washington, DC",1,1-Jan,End of Row/Townhouse,6/14/2019,Compass (COMPS2),424900,20002
DCDC422668,RES,CLS,819 D St NE #14,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/5/2019,Keller Williams Realty Falls Church (KWR30),528500,20002
DCDC422336,RES,CLS,1375 Maryland Ave NE #C,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,7/5/2019,"Long & Foster Real Estate, Inc. (LNG191)",615000,20002
DCDC422238,RES,CLS,1815 L St NE,Washington,"Washington, DC",2,1,End of Row/Townhouse,7/31/2019,"Smart Realty, LLC (CMAR1)",405000,20002
DCDC421076,RES,CLS,415 23rd Pl NE,Washington,"Washington, DC",4,1-Mar,Twin/Semi-Detached,6/21/2019,Keller Williams Capital Properties (KWCP1),852000,20002
DCDC422080,RES,CLS,1007 Maryland Ave NE #302,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,7/12/2019,RE/MAX Allegiance (RMAX20),420000,20002
DCDC403742,RES,CLS,632 Lexington Pl NE,Washington,"Washington, DC",5,Feb-00,Row/Townhouse,8/22/2019,"Realty Group, Inc. (RGI1)",1045000,20002
DCDC421728,RES,CLS,712 19th St NE,Washington,"Washington, DC",2,1-Jan,Row/Townhouse,6/7/2019,Keller Williams Realty (KWR21),460000,20002
DCDC421144,RES,CLS,1417 West Virginia Ave NE,Washington,"Washington, DC",4,1-Mar,Twin/Semi-Detached,7/25/2019,Bennett Realty Solutions (EXBR1),830000,20002
DCDC421490,RES,CLS,1712 Lyman Pl NE,Washington,"Washington, DC",2,1-Feb,Twin/Semi-Detached,6/1/2019,Taylor Properties (TAYL1),555000,20002
DCDC421044,RES,CLS,412 20th St NE,Washington,"Washington, DC",2,1,Row/Townhouse,6/17/2019,Fairfax Realty Elite (FXR4),399900,20002
DCDC420864,RES,CLS,1169 Neal St NE #1,Washington,"Washington, DC",4,3,End of Row/Townhouse,6/14/2019,Compass (COMPS2),702000,20002
DCDC420282,RES,CLS,1169 Neal St NE #2,Washington,"Washington, DC",4,3,End of Row/Townhouse,6/6/2019,Compass (COMPS2),775000,20002
DCDC420488,RES,CLS,520 E St NE #202,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/7/2019,Keller Williams Realty Falls Church (KWR30),590000,20002
DCDC420758,RES,CLS,635 20th St NE,Washington,"Washington, DC",2,1-Jan,Row/Townhouse,6/3/2019,SCOUT PROPERTIES L.L.C (SCOUT1),475000,20002
DCDC420260,RES,CLS,308 U St NE #2,Washington,"Washington, DC",2,1-Feb,Twin/Semi-Detached,7/23/2019,McWilliams/Ballard Inc. (MCWB1),640000,20002
DCDC419998,RES,CLS,38 Porter St NE,Washington,"Washington, DC",3,2,Row/Townhouse,6/11/2019,Allison James Estates & Homes (AJEH2),605000,20002
DCDC419804,RES,CLS,308 U St NE #1,Washington,"Washington, DC",2,1-Feb,Twin/Semi-Detached,6/6/2019,McWilliams/Ballard Inc. (MCWB1),537500,20002
DCDC419796,RES,CLS,1322 Trinidad Ave NE,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,6/17/2019,RLAH Real Estate (RLAH2),689000,20002
DCDC403824,RES,CLS,1426 C St NE,Washington,"Washington, DC",4,3,End of Row/Townhouse,6/17/2019,RE/MAX Allegiance (RMAX20),850000,20002
DCDC411746,RES,CLS,2024 N Capitol NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,7/17/2019,"Long & Foster Real Estate, Inc. (LNG191)",1375000,20002
DCDC404008,RES,CLS,1026 4th St NE,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,6/1/2019,Nomadic Real Estate Broker Services (NREP1),765000,20002
DCDC403354,RES,CLS,209 S St NE,Washington,"Washington, DC",5,1-Jan,Detached,8/6/2019,"Help-U-Sell Federal City Realty, LLC (HFED1)",665000,20002
DCDC402740,RES,CLS,330 Rhode Island Ave NE #303,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/23/2019,"Trademark Realty, Inc (TRA1)",375000,20002
DCDC401872,RES,CLS,717 18th St NE #1,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,6/3/2019,"Urban Land Company, LLC (ULC1)",442000,20002
DCDC402686,RES,CLS,736 11th St NE,Washington,"Washington, DC",4,2-May,Row/Townhouse,6/17/2019,"Long & Foster Real Estate, Inc. (LNG191)",1560000,20002
DCDC402644,RES,CLS,1174 Morse St NE,Washington,"Washington, DC",2,2,End of Row/Townhouse,7/29/2019,Advanced Realty Concepts (AVRC1),550000,20002
DCDC401622,RES,CLS,1925 D St NE,Washington,"Washington, DC",3,2,Row/Townhouse,8/6/2019,Keller Williams Capital Properties (KWCP1),540000,20002
DCDC400874,RES,CLS,1146 16th St NE,Washington,"Washington, DC",2,1-Jan,End of Row/Townhouse,6/28/2019,"Pearson Smith Realty, LLC (PSTH3)",437777,20002
DCDC400748,RES,CLS,426 15th St NE,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,7/2/2019,Compass (COMPS3),1035000,20002
DCDC399682,RES,CLS,510 L St NE #A,Washington,"Washington, DC",3,3,Unit/Flat/Apartment,7/18/2019,"Urban Pace, a Long & Foster Company (URP1)",969900,20002
DCDC399544,RES,CLS,739 18th St NE,Washington,"Washington, DC",2,1,Row/Townhouse,6/7/2019,Cosmopolitan Properties Real Estate Brokerage (CSMO1),400000,20002
DCDC392480,RES,CLS,24 16th St NE,Washington,"Washington, DC",3,1-Jan,End of Row/Townhouse,6/21/2019,RE/MAX United Real Estate (RMXD1),760000,20002
DCDC399100,RES,CLS,401 13th St NE #204,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/28/2019,"Heymann Realty, LLC (HEYR1)",425000,20002
DCDC398456,RES,CLS,1702 Lyman Pl NE,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,7/8/2019,EXP Realty (EXXPR1),470000,20002
DCDC391740,RES,CLS,614 I St NE #1,Washington,"Washington, DC",3,3,Unit/Flat/Apartment,6/6/2019,Berkshire Hathaway HomeServices PenFed Realty (PFED4),740000,20002
DCDC364876,RES,CLS,1212 Oates St NE,Washington,"Washington, DC",4,2,Row/Townhouse,6/18/2019,Senate Realty (SENR1),515000,20002
DCDC356944,RES,CLS,1722 Lyman Pl NE,Washington,"Washington, DC",3,2,Row/Townhouse,6/6/2019,RE/MAX Professionals (RMXP4),495000,20002
DCDC310374,RES,CLS,1737 Lang Pl NE,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,6/21/2019,Fairfax Realty Elite (FXR4),465000,20002
DCDC309800,RES,CLS,833 19th St NE #2,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,8/23/2019,Taylor Properties (TAYL1),308000,20002
DCDC287776,RES,CLS,203 3rd St NE,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,6/3/2019,Berkshire Hathaway HomeServices PenFed Realty (PFED4),1060000,20002
DCDC199076,RES,CLS,311 F St NE,Washington,"Washington, DC",5,1-May,Row/Townhouse,6/14/2019,Compass (COMPS3),2375000,20002
1010008306,RES,CLS,608 I St NE,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,8/16/2019,Nexttier Realty LLC (NEXR1),1000000,20002
1009277112,RES,CLS,1453-1455 Holbrook St NE,Washington,"Washington, DC",3,Feb-00,Row/Townhouse,8/21/2019,Anne Butler Realty Company (ABB1),317625,20002
1001794484,RES,CLS,2114 North Capitol St NW,Washington,"Washington, DC",4,Mar-00,Row/Townhouse,7/5/2019,Compass (COMPS1),671000,20002
